Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69139345,17.46909509,15.41467103,23.67710229,24.73255121,22.13151865,22.9343465,27.16618509,29.01926071,39.12221535,45.18072181,40.89995643,40.47829448,45.2983497,51.29096304,46.95251139,40.97553969,50.37469761,51.09751502
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.47955328,65.1292713,65.55465912,65.61399503,64.29758609,64.71933103,64.14296898,64.63862962,63.60558616,64.94529478,66.63722801,64.63368368,66.13674852,68.63348751,70.2504664,70.21525432,70.20964085,69.87519696,70.17657022,70.55633308,70.0008978,69.377373,69.96488136,69.51664201,69.72200231,69.66208175,68.93303539,67.78808712,68.64418257,67.99985182
Grenada,GRD,,,,,,,,,,,,,,,,,,60.0712491,61.03507595,58.85953259,62.54043725,60.45429821,60.19408993,60.84782951,62.34555149,62.67336197,63.0053464,59.82105761,59.5657529,61.50710352,63.08244316,61.57827454,63.53586173,65.26228734,65.39273838,65.2457857,65.30132561,64.43882255,64.77591029,64.17127437,64.70566116,66.73827691,65.49959878,64.62227127,66.39738426,61.56034079,63.83822607,64.98692643,66.68323218,69.60303855,68.36588623,69.14529793,70.46692103,69.73983218,68.27601339,66.76275669,66.93238628,67.02222515,66.02541918,66.8649528,66.81255568,65.22087638,64.52210622,64.53161212,65.15079439
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2153166,65.31546796,63.72790293,63.89759011,65.4185004,63.57656958,67.28994013,65.62011649,64.45972481,61.64786822,63.9039756,63.55526299,62.93580273,60.43174547,60.54681899,59.36069983,60.53405635,59.91203594,62.14197063,60.53912778,60.98765648,
Guatemala,GTM,,,,,,54.2207792,53.65410225,54.02700378,53.41526855,53.64113639,54.01907563,53.48689541,52.94841289,52.90863876,53.37782234,53.45772786,52.60241667,52.8122506,52.95989019,53.0938008,53.16834757,53.2678901,53.63937434,54.1539081,54.61746616,54.47888134,54.29902542,54.17480615,53.96057252,54.26015178,54.33308072,54.6845542,54.70572114,55.25427388,55.82718913,56.18768392,56.25846109,56.29900637,56.5657328,56.83376707,57.38773579,54.7943167,54.34019007,54.84497453,54.9661282,56.24185169,56.72491945,57.01359388,58.03950526,58.93730788,59.4695981,58.97693009,59.52787284,60.83923668,60.89860016,61.44901015,61.88684347,62.47412395,63.05904163,62.52260501,62.02832657,61.95954686,61.74290643,61.40319018,61.83986476
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,38.48526388,38.38669178,36.05625374,36.54165284,36.32824199,36.71724138,37.21707819,36.79755467,36.34385201,35.01805054,35.5862584,36.53607516,38.41148006,43.16066998,33.29841835,31.93263158,38.50013203,39.53054148,38.50280035,38.84322449,36.20689655,39.94990858,41.21715076,43.32425068,42.99458551,40.71794872,39.12442116,34.50359037,38.61769064,26.91190863,32.6651784,25.55047991,26.12658878,23.54542994,22.24242242,21.87921199,22.67793436,25.92380768,28.99001846,30.07075606,33.15186178,34.29962265,34.52811293,35.39746224,34.86255797,37.9228861,40.26621921,40.58573696,39.52249001,40.97968363,41.56457778,42.79976152,43.00166441,42.95899033,44.78332504,44.10497099,44.30195414,44.32298689,45.95423501,44.71326904,38.92003293,30.84406522,19.26981501,18.76718635,15.34259282
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.68366598,66.59314809,67.00164297,67.0669797,68.15173782,68.718142,68.51108788,68.03488507,67.82641047,67.36886018,67.1906831,67.28973393,69.67355379,68.91859743,68.26057311,68.59301326,68.70634288,68.86914823,70.1414065,70.68012988,70.18239866,69.76228883,70.42175487,71.29958994,70.23751689,69.72620046,70.67153809,71.82373792
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.75814298,84.69066913,85.60941187,87.70989019,88.3525482,89.0584757,89.9578342,90.29044874,87.8208736,88.39707216,90.91324144,91.50840299,91.92163801,91.11389629,90.4754193,89.83696649,89.52713364,88.6354057,88.69723065,90.00689626,89.42750803,89.67566989,91.06835996,91.41531128,
Honduras,HND,39.50543721,38.95283549,38.07865893,39.11506582,38.79649891,37.15718077,38.06709701,37.27637519,37.02071738,38.43562587,41.0096888,41.51847469,42.09216327,40.93151457,40.88931851,43.06050267,43.1008881,40.58101349,36.57438586,39.03704029,41.61313803,45.18360266,46.51841309,48.74514182,48.61938643,49.81292,49.86448016,48.98279678,48.34985153,46.8857051,44.24526286,46.43893001,45.57427336,47.56877152,45.91393637,46.11034653,45.78547453,47.35649366,47.84131628,50.69483414,50.7396802,53.01898312,54.84049282,55.66329967,56.02557157,56.39693405,56.95227061,58.34235286,59.63987076,61.06441845,60.63544569,58.20633392,58.61834213,60.97361923,60.15394318,58.83306705,58.38038207,56.84950212,57.33899847,58.07197779,58.96445172,58.02944583,57.12273817,57.57181593,58.4090033
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,29.60480329,30.93535142,28.79416784,36.77224917,39.43774993,38.79152124,39.32143191,40.62877277,41.26935347,39.88790479,39.9143784,41.36382206,41.13223368,38.47345865,37.84551649,39.84255916,40.37623685,41.96221833,41.39329483,40.93019184,40.62889801,40.35423563,39.31874184,40.27406426,39.23968422,39.6128395,42.59005069,42.78717632,42.96397055,43.52469854,43.13594691,43.13715176,45.15801435,45.52880469,45.02716452,44.58776149,44.20270152,43.81186743,41.79005068,39.73049302,42.03184993,42.62683023
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.41013628,52.5849599,52.20623625,52.44860816,53.80018595,53.57129478,54.28786548,55.13825268,56.27605825,55.62819161,56.63573737,56.62571504,57.77068169,57.79289783,58.74968015,59.84060259,60.20327811,59.82314717,59.38254968,59.53063838,59.30338922,59.24240203,59.67513803,59.51229404,59.1678236,59.54210913,59.0513426,59.8167393,59.07284892,59.7428972
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.61875275,39.95207591,43.53503345,40.19044642,40.94969559,42.96308609,42.99319753,42.84086344,41.07906403,42.14528571,41.35667254,40.70684581,57.17204778,57.38878093,58.22854196,55.0962674,55.43109712,54.29643929,52.65011287,52.10170429,51.16028443,51.65162837,52.50044874,51.23401872,51.01116819,51.07901946,51.81255766,52.4407422,53.19711091,53.52235178,53.49124797,54.36406952,53.92041991,51.90737712,48.16746537,47.54864475,48.31296156
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73692325,52.65892388,52.1661166,52.07382101,52.90585905,53.17998685,54.29331397,55.65108991,55.61027324,54.35556937,55.23626633,56.06974589,55.81059078,56.41247891,56.85830708,56.6270118,55.96395109,55.19944142,55.46678046,54.87387885,54.11026031,55.55830183,55.92612291,56.07314132,56.59052213,56.79240267,57.36758939,57.60922762,58.15715817,59.72984417
IBRD only,IBD,,,,,,49.54670124,47.51198488,47.79607553,48.24188145,48.14169945,47.33358536,46.95483959,46.70709498,44.52903876,43.16656387,42.83806581,41.89783124,42.90713463,43.94549284,38.36607372,39.15133146,40.85813232,39.61372232,39.17884682,39.07917313,39.60494864,39.76043499,38.80350915,39.86681306,41.73559375,43.02894333,45.87366453,49.57122219,49.89774806,48.48492168,48.91088975,48.78887953,49.37576377,50.24047069,49.78029995,49.60388703,50.54662742,50.20224197,50.00888436,49.00013653,48.88445283,48.8342207,49.20686856,48.91880765,50.51541525,49.74383586,49.54014337,50.37550854,51.30413164,52.10813664,55.10529465,55.8771472,55.88088722,55.8432932,56.76474434,56.82205271,55.47539797,55.53896803,56.80794388,57.31660935
IDA & IBRD total,IBT,,,,,,50.55038524,48.57581162,49.1961889,49.61707263,49.3266827,48.47082563,48.66052515,48.09550339,45.99048434,44.5328656,44.32531925,43.35203048,44.4414839,45.54007578,40.21413822,41.07170258,41.03634717,40.10821685,39.41948036,39.24227131,39.48696813,39.97135616,39.15822258,39.99857691,41.68095896,42.88778299,45.40203704,48.82646638,49.25827261,48.03844745,48.2652773,48.00259736,48.56748565,49.54045843,49.28749961,49.29477188,50.25419533,49.84477894,49.65085268,48.76146568,48.64661601,48.65528711,49.02557226,48.73505371,50.32139817,49.5882828,49.36257446,50.20551776,51.119512,51.87302211,54.76705938,55.47379651,55.4181614,55.32268193,56.12636131,56.11589526,54.81255267,54.803457,56.07888859,56.60416657
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,43.4324833,44.25817913,42.02508619,41.05396688,39.21158501,41.83392594,42.2415902,41.12016372,41.31541835,41.65163638,41.36068099,41.17719827,42.61618893,43.05656338,41.57165133,40.32004393,40.52549987,43.26850531,42.9850462,45.73092817,46.73015928,45.93610482,45.76264971,46.18150318,45.93524045,46.69608925,46.86651495,46.5220783,47.99950386,47.62109676,47.00356845,47.92878266,48.72146667,48.94059177,50.65061726,50.56189018,49.61840555,48.78563149,48.24951376,47.53874297,46.15977526,45.39623481,46.25320624,46.86159398
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,47.49336498,49.65128192,48.48431393,47.5387054,45.97902959,45.76845848,44.38424264,42.87594642,42.21047752,41.95300773,41.04124595,41.33202099,43.94884892,43.22790333,41.15363709,39.15866625,39.44642833,43.23614161,42.45255409,47.04434114,48.68417909,46.75668155,46.81430053,47.75512033,48.08109185,49.2605995,50.55264251,50.01034083,50.88598003,50.05324235,48.88028326,49.56566584,50.83418881,51.46947451,54.139966,54.68742822,53.3358642,51.84612226,50.99567181,49.72780171,48.32245579,47.93300306,48.35229826,50.19423079
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,39.27282571,39.40491506,41.92531102,42.09164872,40.41873336,39.67107374,39.46683518,39.06634655,39.1334103,40.49863689,42.43966659,42.07171164,41.06081638,39.87190368,39.57890112,36.68682354,37.02727102,33.36863651,38.41724523,40.104784,41.06508569,41.03660373,40.33232249,40.08263854,39.48417538,37.45751503,37.05772988,40.66599029,40.58460421,40.87337489,41.51653748,42.24218531,43.30908092,43.64174881,43.61405533,43.40483731,44.22074584,44.41343995,42.82282063,41.79092558,42.87935174,43.77191679
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,34.498281,32.83465269,38.04481515,40.28955528,39.64541328,40.86363917,41.82344234,42.05309089,41.29136898,41.60742798,42.99922912,42.17463603,42.18397006,42.26771144,43.4509585,43.37319186,44.49292366,44.87174088,45.10829563,44.71059763,44.57278243,43.72003421,43.9202734,42.92174428,42.96477832,45.31358382,45.30731647,45.19708279,46.18249449,46.45040556,46.1639868,47.01608589,46.75758915,46.35653767,46.12106488,45.9266759,45.8217704,44.45524974,43.4045837,44.90553378,45.07837608
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.99860763,93.11820192,93.70987301,93.57005909,93.64702031,93.66242957,93.41501712,93.93396296,91.77203657,91.8134471,95.14980443,,
India,IND,38.78246175,38.3258752,39.93584497,38.0951803,36.34082146,37.45073819,36.45979666,34.60955551,35.05413136,34.30585261,35.04687086,35.80364908,35.52165492,32.94770562,33.61059595,35.1392414,35.80372322,34.66144961,34.93936473,35.52141473,33.80725874,33.87161864,34.89683728,34.52160063,35.42081608,36.11499977,36.98846784,37.45227949,36.79644551,37.22939798,37.04478519,37.78569002,37.91256818,38.49068492,37.49630234,37.84966812,37.70932947,39.07955152,40.13256873,41.96573779,42.73292664,43.80896126,44.72882755,44.70464565,44.11485897,44.44293292,44.04323571,44.00815792,45.88254991,45.98488281,45.03374956,45.44214525,46.3011473,46.69871477,47.82241376,47.78374812,47.74940129,47.67088997,48.43156632,50.08495785,47.93268811,47.84722346,49.725225,49.50718784,49.85273804
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.78856818,55.99179431,55.51054226,55.69146173,55.15073753,55.14209746,53.04952837,51.84068071,54.86498767,55.60889111,56.72834899,56.91832004,59.26486678,62.57314419,63.69350293,66.68276621,65.82149959,66.26333613,67.433392,67.08706997,54.16819209,55.66227849,55.57571167,56.2807491,57.50281572,55.89291528,55.28923683,53.72654138,60.88424462,61.84734202
"Iran, Islamic Rep.",IRN,43.51130117,42.92050584,42.51464366,42.66686304,44.03417542,44.58952266,44.27259037,43.86951329,43.46573098,42.79061102,42.59991539,40.76009372,42.04523539,35.34823632,32.64270009,38.24473785,37.42562511,41.42813554,48.33396849,48.63031768,55.12954715,52.56013873,46.45943148,48.66025074,50.695513,53.86003889,57.01355471,56.06012255,58.01304286,56.09065931,53.19813553,53.26108366,52.66093056,48.69341812,48.20514946,49.90410534,48.80972557,52.47647376,57.16843077,53.44095241,51.41664426,52.32109975,47.69838375,48.77049562,47.91809283,47.9812176,49.1253327,47.60776768,48.6423388,51.48071819,51.13731452,48.72368758,50.42911628,47.64191166,49.35569024,55.18195746,52.52237871,50.6626623,48.27110946,50.12337526,49.19528089,47.32897704,44.95810677,48.26610812,47.94420135
Iraq,IRQ,,,,,,,,,37.09038183,38.83820518,39.65355406,36.14607728,38.89010588,37.45498971,25.01984769,27.37840626,23.68109861,24.97866239,26.17785378,23.55917329,22.26343789,40.26386061,42.03402361,44.89184692,46.71944691,45.59280033,52.65015015,49.25795455,49.33924105,49.97378466,22.27119523,37.74416041,30.32550187,28.10115689,24.6982529,15.05131766,23.95101921,17.03094796,19.39841459,13.56815196,10.85911556,16.08465861,17.81511599,21.79952236,31.72206333,30.01805953,33.23109964,35.41625941,34.26609211,43.53730544,39.68604803,33.48210776,35.88938806,37.9634248,40.11223305,51.24965618,50.7798718,47.033723,44.19118005,44.42410918,54.81964878,42.61810683,33.15872031,43.66794089,45.7661817
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26393901,51.71039933,52.78614757,54.12699972,55.34372625,56.70530319,56.64563335,58.80956939,60.01745255,59.82471773,60.063965,58.61804783,62.29648198,61.24553208,65.04627931,61.79766984,61.09044173,61.87731425,62.79434147,63.63396727,64.38281692,65.35193008,65.40070448,65.33128708,65.67354328,64.62822683,64.34495479,63.77926034,65.15181056,65.54002257
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.02682812,62.82497304,62.77810385,63.65842043,64.64909553,65.24372999,66.55890684,66.14449969,66.52240015,67.34359281,66.43814579,66.49974682,66.16919983,66.6168416,67.19337305,66.80734544,67.57424634,67.96420244,67.65584065,68.12978787,68.29956555,69.15222811,70.32906606,70.23118744,70.51810678,70.3061114,70.74105717,70.31672248,72.14684131,72.53673688
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28227376,60.59988445,60.95787546,61.71807354,61.6662596,61.19034944,61.85762304,61.89406439,61.82936216,62.32666867,62.96077539,63.70284156,63.94929836,64.85017,64.68156515,65.02391378,64.4423662,64.32400401,64.93963566,66.81872712,66.44978657,66.20960705,66.42311815,66.50560888,66.77256338,66.68206398,66.37712131,66.27985896,66.17056985,66.09422112,66.7072552,64.83645602,64.59732244,64.83979,65.60084256
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15359337,58.47020282,57.25336148,60.55571344,61.74533203,62.52226221,63.35775343,63.87781621,63.87829463,65.74534326,65.61752769,64.24169813,64.46658175,64.6583862,64.75082201,66.46628783,68.13906096,66.54160678,65.86553419,65.44684452,64.27173877,63.6371419,61.84390095,61.24555999,59.77662564,59.24920003,59.81090136,59.73960409,58.2235516,58.32848884,60.13891148,60.26033673
Jordan,JOR,,,,,,59.80392157,62.68085106,61.96808511,60.32934132,60.57692308,64.18563923,64.07927333,61.89630682,61.52853918,59.00959295,59.99082358,64.17489422,61.8626883,61.25990192,64.86513995,62.76933642,61.30746928,61.28719472,61.18325311,62.30821595,64.55901756,60.09819237,60.34022828,63.03200545,64.6093589,60.38535366,61.85936444,57.91602039,59.48409021,57.97856471,59.27842705,61.32217607,63.61512857,61.92912403,62.58242044,64.31893577,64.47349812,64.06387989,64.50675778,64.35130826,65.04436677,63.79995129,63.13997675,58.79055926,59.72867815,59.11528216,58.90533898,60.27407054,60.41436185,60.08831631,60.14076208,60.69389748,60.36791835,60.47664553,61.22297008,61.77648457,60.84383964,60.44238931,60.77757421,60.39207616
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.93174163,63.2128578,63.17784623,64.17246839,64.90407968,65.81276456,66.02064145,67.06628128,68.3328608,68.71535813,68.98968249,69.47396471,69.44979373,69.56041713,70.26145846,71.91070646,70.54419653,71.69112244,71.74712328,71.62077261,70.88402135,69.79553086,69.88705731,69.53577557,69.40312786,69.62767166,69.4747112,69.01856425,70.35871159,69.77279581,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12437811,47.03549252,44.37413099,53.96183161,58.04235028,58.86974346,56.73663583,52.44232667,48.38153875,49.37171316,50.47115052,51.82202732,53.38009899,52.02188472,51.62499773,54.23032774,52.10486825,53.99521168,51.68003949,48.88903281,51.389853,53.17956069,54.83859647,59.29762787,57.85743504,57.3044151,55.45473227,55.52825593,56.10278089,53.91935702,52.64391866,56.34446867,58.21000408
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3566785,50.22764786,50.12476551,58.41441159,56.99824607,55.21389237,55.6497107,56.08070834,56.95484636,56.13137803,56.44650875,55.85410607,56.01895098,55.95986297,53.97743552,55.12144422,55.41462108,55.4156298,55.94246984
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.62383178,26.29837838,22.9558883,28.03705156,33.89576677,35.64548996,30.33082186,30.96658378,35.17556332,34.72543021,29.97247914,32.07565695,36.4332133,37.75804267,39.60090704,42.43026704,43.37746628,45.54069587,45.80878219,49.89775021,49.33849679,47.86535571,51.03908155,49.63326229,50.61193829,52.14983226,50.14832117,49.93244742,49.76769697,50.32618508,50.68910092,51.03601015,51.01554297,51.29934844,52.13981972
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.42396786,36.25574963,34.19158176,35.98106942,35.0877627,34.80403174,35.44184751,36.71456335,38.05766903,38.99912108,38.73025028,39.44403557,39.3541366,39.11275801,39.16710776,39.48646148,39.78760102,39.72077191,39.08262887,39.40033583,40.40615475,41.68866438,42.20630488,41.76363145,41.41831275,40.22025108,39.13772495,39.14363525,36.48692487,36.38547613,36.15180321,35.59472224
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,61.74439162,68.89941905,69.36096274,75.92270685,69.77098855,62.56005562,70.24064139,72.366464,69.38426185,64.49847758,68.39223517,72.30846246,71.71273661,49.93395406,49.80517863,52.03161969,52.91358868,55.56500244,55.78715935,56.65657472,58.76311971,58.14715377,60.58015272,60.59767044,60.05387802,63.46786216,64.86794553,65.80639928,62.2164601,63.00351169,61.48689813,62.86551426,60.63016289,60.38345897,60.40595995,60.40578547,60.12574181,60.68993899,61.8481019,62.6799736,66.95417047,67.44958972,65.27451826,65.6891354,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,60.48776428,62.88304488,63.10190722,59.65159056,64.58333333,65.59459227,66.72493179,67.53183338,69.88522621,66.06206603,64.69968916,61.95980869,62.89534436,62.35254006,67.47556511,67.26830537,67.72404303,70.46164657,67.36451601,67.54838352,67.89969521,67.27480266,66.04663038,66.93539879,63.44757902,63.83659189,65.90683142,67.9467789,68.82263359,62.43620396,64.15019317,65.09760593,65.72751538,65.80231529,64.89313163,67.6537698,67.066591,64.77535302,63.87192881,62.84923908,61.92323326,63.3502828,62.83644411,64.18404502,64.85842953,65.13597152,65.24815735,65.46575742
"Korea, Rep.",KOR,39.05562225,37.48757043,38.34380978,33.24975892,29.84993916,33.79841232,36.09417503,39.18239951,39.24626381,39.30040222,39.93063005,41.10820244,41.32670994,40.40309012,40.85768501,39.58230585,39.18592118,39.33502077,39.04748653,39.19999506,42.84142771,43.03641247,43.62922568,43.0354832,43.05540181,44.2117697,44.80617716,45.02283525,44.76909093,46.30745866,46.48652099,47.14862313,48.50843552,49.12226709,49.15517966,49.26055313,50.27848579,50.75853992,52.19709863,51.65035937,51.61843819,53.08394528,53.60723336,53.87127477,53.09698216,53.87891643,54.69918253,55.07869334,56.18724044,55.99857203,54.69835731,54.64985026,55.07320475,55.21360303,55.64499447,55.57650557,55.35863931,54.84779034,55.69169325,57.24215056,57.00752121,56.82189945,58.03401549,58.42226999,
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04019065,38.82948183,36.7804756,38.14053723,42.17083857,58.43835473,60.71043504,56.78914641,51.75127734,54.6024843,66.96248994,53.4880692,44.82098045,52.07390114,55.85433538
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,59.6955273,47.54700071,50.4968664,52.35108536,50.24991547,48.78853616,49.7093784,49.18025063,46.95006408,45.66052817,49.09923483,50.52269649,57.47973134,58.46877231,62.26012304,61.95951923,57.36487757,57.82351345,58.89033485,58.82656386,59.33766905,59.0798899,58.58540865,58.98366919,57.92342534,57.83099342,56.38970336,56.79323818,56.66584195,56.91896979,56.5096192,58.42883674,57.2568108,56.8170416,57.57678906,58.46249867,59.06106013,59.99283888,60.43594551,60.48452748,60.01467743,60.21489307,59.73533574,56.91829936,57.16331861,57.71794965,58.05588768
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39079384,40.24990968,42.52620174,42.92363621,41.10362448,39.06412528,40.86069401,40.73085508,55.70189262,43.57320434,40.52633202,42.23170108,41.83642601,42.05293972,41.93377813,44.06011411,43.39041349,38.14387173,41.66990628,44.10808746,45.69888017,43.57147662,41.77419278,40.15232224,42.49214861,44.15767861,44.1689694,42.47712312,41.52782613,41.60838243,41.51435229,41.04989934,38.84870559,40.27876516,43.99741651,43.53465036
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.88864644,60.40601956,61.23592578,60.61030928,58.32727829,59.05884148,61.52190623,61.44247754,60.16209476,59.58051197,69.07399476,71.14214226,72.7943058,70.75109918,72.43806776,69.18772882,71.86177673,73.53999928,72.96654229,72.08284933,73.73266189,73.80654386,74.20253291,75.41878074,76.99080551,79.31264288,87.4214493,94.14833473,88.62207374,42.38046234,
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68019451,19.3857947,17.8637109,23.79807487,27.17505017,26.72726027,30.2998034,28.47654042,27.72578216,36.95451357,50.1995996,47.4000417,34.55710209,36.77661774,40.72735993,44.51229018,46.03951201,44.2886246,42.93735268,41.35125459,39.82066771,37.68805421,37.34268805,35.03416856,42.08421053
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.49164979,24.51703404,22.64222968,33.64066665,32.16104872,60.42719171,38.04986844,49.56889445,67.84167823,72.446206,77.8397088,64.06638933,52.99410837,56.13745621,88.32980404,32.22721691,26.57560158,25.42108347,34.3458933
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71362916,71.76905904,69.76505677,70.87630722,74.09055476,75.65200963,76.03889543,75.20644381,75.19966969,73.9894235,73.76329764,74.89047361,75.46319758,76.09939495,70.40666594,74.2809537,77.5848849,76.25021908,75.89818771
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,59.69345686,48.79241467,51.09252205,52.94138097,51.58353433,50.91133515,49.31699964,48.97304435,47.57403463,46.27106478,49.09463053,50.24951985,56.19017051,57.13113622,60.44735041,60.49953087,56.89765108,57.19993274,58.17815284,58.05155544,58.70894872,58.46536986,57.74817579,58.16195552,57.21101942,57.03622347,55.36325471,55.52249151,55.21079671,55.63389266,55.25149007,57.34605632,55.82929211,55.85220074,56.82946552,57.72200002,58.47946629,67.49162515,68.03290155,68.08330225,67.60981108,67.85755451,67.2951847,64.29649569,64.55777147,65.34818471,65.55400958
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.06637373,39.86047622,38.28842495,39.36620976,42.13299766,40.7103567,40.79385857,40.93216387,42.46760779,41.74008537,43.08908565,43.41535744,43.61233201,43.24918627,43.00496057,41.46701606,41.47826679,39.62643429,39.60526027,43.67176216,43.07785229,43.09908505,43.72090442,45.0749454,45.43632085,46.41916873,45.91971011,45.72020334,45.08910413,44.58554745,44.57357663,43.0270319,42.24337647,43.5008476,43.86225076
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79207084,40.64499799,39.03149755,39.23329318,42.72877451,41.76316378,39.11151309,38.58097075,38.2253623,38.41324557,39.43345719,38.20247311,37.81888684,37.77044204,37.4900978,36.15229902,35.58300751,33.70347063,35.2092354,39.28106653,39.79561841,40.42363179,42.16886373,43.10225303,41.86234751,43.18531364,43.50340722,42.52536906,41.46647971,40.36857995,39.93542785,35.92044544,33.85056569,40.05059026,41.72579419
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.65816277,51.57798971,54.14081838,52.15590019,56.14140104,55.10517363,55.5848912,,
Sri Lanka,LKA,47.20864399,46.53550128,47.82126044,46.95749176,48.64626075,49.88258658,50.99902044,49.92904902,46.91492812,47.40122192,47.05093834,47.40362019,48.70141816,46.60168775,41.12950405,42.66300453,43.30194104,40.07868445,41.67991713,44.23789656,42.25710175,43.78544883,46.88314615,44.98411384,44.64658768,45.39489308,45.58953071,44.91685021,46.28427537,46.94301114,46.98740392,47.01642498,47.98809727,49.2697504,49.62198923,50.17589803,50.88670917,51.05773677,51.21879453,51.9101853,52.75459928,53.11279236,57.71006401,58.34489275,58.83809434,57.99243471,58.02142459,58.39701589,57.24960448,57.63658996,53.01035018,53.3645298,54.20449306,54.51555567,54.62738591,54.21061962,53.4181637,52.23953287,53.63731944,55.74585863,57.83238738,55.87438535,57.06653219,59.84150649,57.46951135
Lower middle income,LMC,59.01998618,58.62408894,59.00213208,57.20800027,56.38044877,55.94347105,53.57579498,53.24786289,53.52162577,52.30277761,52.21149627,54.88671945,52.71362605,48.91868217,47.92960835,49.01642698,49.01298666,49.25341489,50.31589594,50.19570718,48.61487939,40.99387314,42.11798793,40.45404108,39.91171413,39.63537649,41.02581547,41.14211293,40.53071904,41.07334917,41.13870368,41.01249067,41.46807765,42.5682825,41.89549327,41.68006114,41.10450956,42.15328011,43.72318995,44.67133771,45.84239062,46.80643984,46.86514695,46.69920077,46.73293131,46.99117996,47.05452733,47.27446895,47.73012044,48.49238802,47.41444972,47.13690211,48.20456876,48.87081715,49.75716557,50.64410018,50.70839487,50.06036598,50.01352319,50.67504095,49.57278504,49.00704051,49.61583947,49.69789196,50.04139797
